date,drug_name,units_sold
2023-04-22,Semaglutide 0.25/0.5 mg pen,0
2023-04-22,Naloxone 4 mg nasal spray,0
2023-04-23,Lisinopril 10 mg tablet,0
2023-04-23,Amlodipine 5 mg tablet,2
2023-04-23,Losartan 50 mg tablet,1
2023-04-23,Metformin 500 mg tablet,1
2023-04-23,Glipizide 5 mg tablet,0
2023-04-23,Atorvastatin 20 mg tablet,0
2023-04-23,Simvastatin 40 mg tablet,0
2023-04-23,Levothyroxine 50 mcg tablet,1
2023-04-23,Omeprazole 20 mg capsule,1
2023-04-23,Famotidine 20 mg tablet,0
2023-04-23,Albuterol HFA inhaler,0
2023-04-23,Fluticasone nasal spray,1
2023-04-23,Cetirizine 10 mg tablet,0
2023-04-23,Amoxicillin 500 mg capsule,0
2023-04-23,Amoxicillin-clavulanate 875/125 mg tablet,0
2023-04-23,Azithromycin 250 mg tablet,0
2023-04-23,Doxycycline 100 mg capsule,0
2023-04-23,Cephalexin 500 mg capsule,0
2023-04-23,Oseltamivir 75 mg capsule,0
2023-04-23,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-04-23,Prednisone 20 mg tablet,0
2023-04-23,Ibuprofen 200 mg tablet,0
2023-04-23,Acetaminophen 500 mg tablet,1
2023-04-23,Naproxen 500 mg tablet,0
2023-04-23,Gabapentin 300 mg capsule,0
2023-04-23,Sertraline 50 mg tablet,0
2023-04-23,Hydrochlorothiazide 25 mg tablet,2
2023-04-23,Insulin glargine 100 units/mL pen,0
2023-04-23,Semaglutide 0.25/0.5 mg pen,0
2023-04-23,Naloxone 4 mg nasal spray,0
2023-04-24,Lisinopril 10 mg tablet,13
2023-04-24,Amlodipine 5 mg tablet,11
2023-04-24,Losartan 50 mg tablet,7
2023-04-24,Metformin 500 mg tablet,10
2023-04-24,Glipizide 5 mg tablet,2
2023-04-24,Atorvastatin 20 mg tablet,5
2023-04-24,Simvastatin 40 mg tablet,3
2023-04-24,Levothyroxine 50 mcg tablet,1
2023-04-24,Omeprazole 20 mg capsule,8
2023-04-24,Famotidine 20 mg tablet,7
2023-04-24,Albuterol HFA inhaler,6
2023-04-24,Fluticasone nasal spray,7
2023-04-24,Cetirizine 10 mg tablet,5
2023-04-24,Amoxicillin 500 mg capsule,2
2023-04-24,Amoxicillin-clavulanate 875/125 mg tablet,3
2023-04-24,Azithromycin 250 mg tablet,3
2023-04-24,Doxycycline 100 mg capsule,0
2023-04-24,Cephalexin 500 mg capsule,1
2023-04-24,Oseltamivir 75 mg capsule,0
2023-04-24,Nirmatrelvir/ritonavir 300/100 mg pack,1
2023-04-24,Prednisone 20 mg tablet,5
2023-04-24,Ibuprofen 200 mg tablet,14
2023-04-24,Acetaminophen 500 mg tablet,14
2023-04-24,Naproxen 500 mg tablet,3
2023-04-24,Gabapentin 300 mg capsule,6
2023-04-24,Sertraline 50 mg tablet,4
2023-04-24,Hydrochlorothiazide 25 mg tablet,5
2023-04-24,Insulin glargine 100 units/mL pen,0
2023-04-24,Semaglutide 0.25/0.5 mg pen,0
2023-04-24,Naloxone 4 mg nasal spray,0
2023-04-25,Lisinopril 10 mg tablet,10
2023-04-25,Amlodipine 5 mg tablet,6
2023-04-25,Losartan 50 mg tablet,6
2023-04-25,Metformin 500 mg tablet,6
2023-04-25,Glipizide 5 mg tablet,6
2023-04-25,Atorvastatin 20 mg tablet,7
2023-04-25,Simvastatin 40 mg tablet,3
2023-04-25,Levothyroxine 50 mcg tablet,5
2023-04-25,Omeprazole 20 mg capsule,6
2023-04-25,Famotidine 20 mg tablet,4
2023-04-25,Albuterol HFA inhaler,3
2023-04-25,Fluticasone nasal spray,14
2023-04-25,Cetirizine 10 mg tablet,7
2023-04-25,Amoxicillin 500 mg capsule,2
2023-04-25,Amoxicillin-clavulanate 875/125 mg tablet,1
2023-04-25,Azithromycin 250 mg tablet,6
2023-04-25,Doxycycline 100 mg capsule,5
2023-04-25,Cephalexin 500 mg capsule,2
2023-04-25,Oseltamivir 75 mg capsule,2
2023-04-25,Nirmatrelvir/ritonavir 300/100 mg pack,1
2023-04-25,Prednisone 20 mg tablet,3
2023-04-25,Ibuprofen 200 mg tablet,13
2023-04-25,Acetaminophen 500 mg tablet,8
2023-04-25,Naproxen 500 mg tablet,4
2023-04-25,Gabapentin 300 mg capsule,7
2023-04-25,Sertraline 50 mg tablet,6
2023-04-25,Hydrochlorothiazide 25 mg tablet,5
2023-04-25,Insulin glargine 100 units/mL pen,0
2023-04-25,Semaglutide 0.25/0.5 mg pen,0
2023-04-25,Naloxone 4 mg nasal spray,0
2023-04-26,Lisinopril 10 mg tablet,8
2023-04-26,Amlodipine 5 mg tablet,7
2023-04-26,Losartan 50 mg tablet,11
2023-04-26,Metformin 500 mg tablet,4
2023-04-26,Glipizide 5 mg tablet,8
2023-04-26,Atorvastatin 20 mg tablet,10
2023-04-26,Simvastatin 40 mg tablet,1
2023-04-26,Levothyroxine 50 mcg tablet,5
2023-04-26,Omeprazole 20 mg capsule,13
2023-04-26,Famotidine 20 mg tablet,6
2023-04-26,Albuterol HFA inhaler,5
2023-04-26,Fluticasone nasal spray,6
2023-04-26,Cetirizine 10 mg tablet,5
2023-04-26,Amoxicillin 500 mg capsule,4
2023-04-26,Amoxicillin-clavulanate 875/125 mg tablet,2
2023-04-26,Azithromycin 250 mg tablet,3
2023-04-26,Doxycycline 100 mg capsule,1
2023-04-26,Cephalexin 500 mg capsule,1
2023-04-26,Oseltamivir 75 mg capsule,1
2023-04-26,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-04-26,Prednisone 20 mg tablet,1
2023-04-26,Ibuprofen 200 mg tablet,9
2023-04-26,Acetaminophen 500 mg tablet,13
2023-04-26,Naproxen 500 mg tablet,3
2023-04-26,Gabapentin 300 mg capsule,3
2023-04-26,Sertraline 50 mg tablet,4
2023-04-26,Hydrochlorothiazide 25 mg tablet,7
2023-04-26,Insulin glargine 100 units/mL pen,2
2023-04-26,Semaglutide 0.25/0.5 mg pen,0
2023-04-26,Naloxone 4 mg nasal spray,2
2023-04-27,Lisinopril 10 mg tablet,12
2023-04-27,Amlodipine 5 mg tablet,9
2023-04-27,Losartan 50 mg tablet,10
2023-04-27,Metformin 500 mg tablet,7
2023-04-27,Glipizide 5 mg tablet,7
2023-04-27,Atorvastatin 20 mg tablet,7
2023-04-27,Simvastatin 40 mg tablet,6
2023-04-27,Levothyroxine 50 mcg tablet,7
2023-04-27,Omeprazole 20 mg capsule,7
2023-04-27,Famotidine 20 mg tablet,5
2023-04-27,Albuterol HFA inhaler,5
2023-04-27,Fluticasone nasal spray,4
2023-04-27,Cetirizine 10 mg tablet,8
2023-04-27,Amoxicillin 500 mg capsule,4
2023-04-27,Amoxicillin-clavulanate 875/125 mg tablet,5
2023-04-27,Azithromycin 250 mg tablet,3
2023-04-27,Doxycycline 100 mg capsule,1
2023-04-27,Cephalexin 500 mg capsule,8
2023-04-27,Oseltamivir 75 mg capsule,0
2023-04-27,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-04-27,Prednisone 20 mg tablet,2
2023-04-27,Ibuprofen 200 mg tablet,10
2023-04-27,Acetaminophen 500 mg tablet,11
2023-04-27,Naproxen 500 mg tablet,3
2023-04-27,Gabapentin 300 mg capsule,5
2023-04-27,Sertraline 50 mg tablet,2
2023-04-27,Hydrochlorothiazide 25 mg tablet,7
2023-04-27,Insulin glargine 100 units/mL pen,0
2023-04-27,Semaglutide 0.25/0.5 mg pen,1
2023-04-27,Naloxone 4 mg nasal spray,1
2023-04-28,Lisinopril 10 mg tablet,7
2023-04-28,Amlodipine 5 mg tablet,4
2023-04-28,Losartan 50 mg tablet,7
2023-04-28,Metformin 500 mg tablet,7
2023-04-28,Glipizide 5 mg tablet,4
2023-04-28,Atorvastatin 20 mg tablet,9
2023-04-28,Simvastatin 40 mg tablet,1
2023-04-28,Levothyroxine 50 mcg tablet,2
2023-04-28,Omeprazole 20 mg capsule,10
2023-04-28,Famotidine 20 mg tablet,4
2023-04-28,Albuterol HFA inhaler,3
2023-04-28,Fluticasone nasal spray,8
2023-04-28,Cetirizine 10 mg tablet,9
2023-04-28,Amoxicillin 500 mg capsule,6
2023-04-28,Amoxicillin-clavulanate 875/125 mg tablet,5
2023-04-28,Azithromycin 250 mg tablet,2
2023-04-28,Doxycycline 100 mg capsule,4
2023-04-28,Cephalexin 500 mg capsule,2
2023-04-28,Oseltamivir 75 mg capsule,1
2023-04-28,Nirmatrelvir/ritonavir 300/100 mg pack,1
2023-04-28,Prednisone 20 mg tablet,1
2023-04-28,Ibuprofen 200 mg tablet,10
2023-04-28,Acetaminophen 500 mg tablet,12
2023-04-28,Naproxen 500 mg tablet,2
2023-04-28,Gabapentin 300 mg capsule,2
2023-04-28,Sertraline 50 mg tablet,4
2023-04-28,Hydrochlorothiazide 25 mg tablet,3
2023-04-28,Insulin glargine 100 units/mL pen,0
2023-04-28,Semaglutide 0.25/0.5 mg pen,0
2023-04-28,Naloxone 4 mg nasal spray,0
2023-04-29,Lisinopril 10 mg tablet,1
2023-04-29,Amlodipine 5 mg tablet,0
2023-04-29,Losartan 50 mg tablet,1
2023-04-29,Metformin 500 mg tablet,0
2023-04-29,Glipizide 5 mg tablet,0
2023-04-29,Atorvastatin 20 mg tablet,0
2023-04-29,Simvastatin 40 mg tablet,1
2023-04-29,Levothyroxine 50 mcg tablet,0
2023-04-29,Omeprazole 20 mg capsule,0
2023-04-29,Famotidine 20 mg tablet,1
2023-04-29,Albuterol HFA inhaler,0
2023-04-29,Fluticasone nasal spray,1
2023-04-29,Cetirizine 10 mg tablet,0
2023-04-29,Amoxicillin 500 mg capsule,0
2023-04-29,Amoxicillin-clavulanate 875/125 mg tablet,0
2023-04-29,Azithromycin 250 mg tablet,0
2023-04-29,Doxycycline 100 mg capsule,0
2023-04-29,Cephalexin 500 mg capsule,0
2023-04-29,Oseltamivir 75 mg capsule,0
2023-04-29,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-04-29,Prednisone 20 mg tablet,0
2023-04-29,Ibuprofen 200 mg tablet,1
2023-04-29,Acetaminophen 500 mg tablet,1
2023-04-29,Naproxen 500 mg tablet,0
2023-04-29,Gabapentin 300 mg capsule,0
2023-04-29,Sertraline 50 mg tablet,0
2023-04-29,Hydrochlorothiazide 25 mg tablet,0
2023-04-29,Insulin glargine 100 units/mL pen,0
2023-04-29,Semaglutide 0.25/0.5 mg pen,0
2023-04-29,Naloxone 4 mg nasal spray,0
2023-04-30,Lisinopril 10 mg tablet,1
2023-04-30,Amlodipine 5 mg tablet,0
2023-04-30,Losartan 50 mg tablet,0
2023-04-30,Metformin 500 mg tablet,0
2023-04-30,Glipizide 5 mg tablet,0
2023-04-30,Atorvastatin 20 mg tablet,0
2023-04-30,Simvastatin 40 mg tablet,0
2023-04-30,Levothyroxine 50 mcg tablet,1
2023-04-30,Omeprazole 20 mg capsule,0
2023-04-30,Famotidine 20 mg tablet,0
2023-04-30,Albuterol HFA inhaler,0
2023-04-30,Fluticasone nasal spray,0
2023-04-30,Cetirizine 10 mg tablet,1
2023-04-30,Amoxicillin 500 mg capsule,0
2023-04-30,Amoxicillin-clavulanate 875/125 mg tablet,0
2023-04-30,Azithromycin 250 mg tablet,0
2023-04-30,Doxycycline 100 mg capsule,0
2023-04-30,Cephalexin 500 mg capsule,0
2023-04-30,Oseltamivir 75 mg capsule,0
2023-04-30,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-04-30,Prednisone 20 mg tablet,1
2023-04-30,Ibuprofen 200 mg tablet,1
2023-04-30,Acetaminophen 500 mg tablet,0
2023-04-30,Naproxen 500 mg tablet,0
2023-04-30,Gabapentin 300 mg capsule,1
2023-04-30,Sertraline 50 mg tablet,0
2023-04-30,Hydrochlorothiazide 25 mg tablet,0
2023-04-30,Insulin glargine 100 units/mL pen,0
2023-04-30,Semaglutide 0.25/0.5 mg pen,0
2023-04-30,Naloxone 4 mg nasal spray,0
2023-05-01,Lisinopril 10 mg tablet,7
2023-05-01,Amlodipine 5 mg tablet,8
2023-05-01,Losartan 50 mg tablet,7
2023-05-01,Metformin 500 mg tablet,11
2023-05-01,Glipizide 5 mg tablet,1
2023-05-01,Atorvastatin 20 mg tablet,5
2023-05-01,Simvastatin 40 mg tablet,6
2023-05-01,Levothyroxine 50 mcg tablet,4
2023-05-01,Omeprazole 20 mg capsule,12
2023-05-01,Famotidine 20 mg tablet,5
2023-05-01,Albuterol HFA inhaler,4
2023-05-01,Fluticasone nasal spray,4
2023-05-01,Cetirizine 10 mg tablet,9
2023-05-01,Amoxicillin 500 mg capsule,3
2023-05-01,Amoxicillin-clavulanate 875/125 mg tablet,6
2023-05-01,Azithromycin 250 mg tablet,6
2023-05-01,Doxycycline 100 mg capsule,3
2023-05-01,Cephalexin 500 mg capsule,6
2023-05-01,Oseltamivir 75 mg capsule,0
2023-05-01,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-05-01,Prednisone 20 mg tablet,0
2023-05-01,Ibuprofen 200 mg tablet,5
2023-05-01,Acetaminophen 500 mg tablet,15
2023-05-01,Naproxen 500 mg tablet,2
2023-05-01,Gabapentin 300 mg capsule,4
2023-05-01,Sertraline 50 mg tablet,11
2023-05-01,Hydrochlorothiazide 25 mg tablet,6
2023-05-01,Insulin glargine 100 units/mL pen,2
2023-05-01,Semaglutide 0.25/0.5 mg pen,0
2023-05-01,Naloxone 4 mg nasal spray,0
2023-05-02,Lisinopril 10 mg tablet,6
2023-05-02,Amlodipine 5 mg tablet,12
2023-05-02,Losartan 50 mg tablet,4
2023-05-02,Metformin 500 mg tablet,9
2023-05-02,Glipizide 5 mg tablet,5
2023-05-02,Atorvastatin 20 mg tablet,11
2023-05-02,Simvastatin 40 mg tablet,2
2023-05-02,Levothyroxine 50 mcg tablet,3
2023-05-02,Omeprazole 20 mg capsule,7
2023-05-02,Famotidine 20 mg tablet,2
2023-05-02,Albuterol HFA inhaler,10
2023-05-02,Fluticasone nasal spray,7
2023-05-02,Cetirizine 10 mg tablet,10
2023-05-02,Amoxicillin 500 mg capsule,1
2023-05-02,Amoxicillin-clavulanate 875/125 mg tablet,6
2023-05-02,Azithromycin 250 mg tablet,5
2023-05-02,Doxycycline 100 mg capsule,2
2023-05-02,Cephalexin 500 mg capsule,4
2023-05-02,Oseltamivir 75 mg capsule,0
2023-05-02,Nirmatrelvir/ritonavir 300/100 mg pack,1
2023-05-02,Prednisone 20 mg tablet,5
2023-05-02,Ibuprofen 200 mg tablet,15
2023-05-02,Acetaminophen 500 mg tablet,15
2023-05-02,Naproxen 500 mg tablet,2
2023-05-02,Gabapentin 300 mg capsule,6
2023-05-02,Sertraline 50 mg tablet,5
2023-05-02,Hydrochlorothiazide 25 mg tablet,4
2023-05-02,Insulin glargine 100 units/mL pen,1
2023-05-02,Semaglutide 0.25/0.5 mg pen,0
2023-05-02,Naloxone 4 mg nasal spray,0
2023-05-03,Lisinopril 10 mg tablet,6
2023-05-03,Amlodipine 5 mg tablet,6
2023-05-03,Losartan 50 mg tablet,4
2023-05-03,Metformin 500 mg tablet,11
2023-05-03,Glipizide 5 mg tablet,2
2023-05-03,Atorvastatin 20 mg tablet,9
2023-05-03,Simvastatin 40 mg tablet,3
2023-05-03,Levothyroxine 50 mcg tablet,5
2023-05-03,Omeprazole 20 mg capsule,6
2023-05-03,Famotidine 20 mg tablet,3
2023-05-03,Albuterol HFA inhaler,4
2023-05-03,Fluticasone nasal spray,10
2023-05-03,Cetirizine 10 mg tablet,6
2023-05-03,Amoxicillin 500 mg capsule,6
2023-05-03,Amoxicillin-clavulanate 875/125 mg tablet,5
2023-05-03,Azithromycin 250 mg tablet,1
2023-05-03,Doxycycline 100 mg capsule,2
2023-05-03,Cephalexin 500 mg capsule,1
2023-05-03,Oseltamivir 75 mg capsule,1
2023-05-03,Nirmatrelvir/ritonavir 300/100 mg pack,1
2023-05-03,Prednisone 20 mg tablet,4
2023-05-03,Ibuprofen 200 mg tablet,10
2023-05-03,Acetaminophen 500 mg tablet,11
2023-05-03,Naproxen 500 mg tablet,3
2023-05-03,Gabapentin 300 mg capsule,1
2023-05-03,Sertraline 50 mg tablet,14
2023-05-03,Hydrochlorothiazide 25 mg tablet,3
2023-05-03,Insulin glargine 100 units/mL pen,1
2023-05-03,Semaglutide 0.25/0.5 mg pen,0
2023-05-03,Naloxone 4 mg nasal spray,1
2023-05-04,Lisinopril 10 mg tablet,5
2023-05-04,Amlodipine 5 mg tablet,8
2023-05-04,Losartan 50 mg tablet,6
2023-05-04,Metformin 500 mg tablet,13
2023-05-04,Glipizide 5 mg tablet,1
2023-05-04,Atorvastatin 20 mg tablet,10
2023-05-04,Simvastatin 40 mg tablet,2
2023-05-04,Levothyroxine 50 mcg tablet,4
2023-05-04,Omeprazole 20 mg capsule,7
2023-05-04,Famotidine 20 mg tablet,2
2023-05-04,Albuterol HFA inhaler,2
2023-05-04,Fluticasone nasal spray,6
2023-05-04,Cetirizine 10 mg tablet,5
2023-05-04,Amoxicillin 500 mg capsule,6
2023-05-04,Amoxicillin-clavulanate 875/125 mg tablet,8
2023-05-04,Azithromycin 250 mg tablet,4
2023-05-04,Doxycycline 100 mg capsule,5
2023-05-04,Cephalexin 500 mg capsule,2
2023-05-04,Oseltamivir 75 mg capsule,0
2023-05-04,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-05-04,Prednisone 20 mg tablet,7
2023-05-04,Ibuprofen 200 mg tablet,13
2023-05-04,Acetaminophen 500 mg tablet,13
2023-05-04,Naproxen 500 mg tablet,5
2023-05-04,Gabapentin 300 mg capsule,5
2023-05-04,Sertraline 50 mg tablet,2
2023-05-04,Hydrochlorothiazide 25 mg tablet,11
2023-05-04,Insulin glargine 100 units/mL pen,2
2023-05-04,Semaglutide 0.25/0.5 mg pen,0
2023-05-04,Naloxone 4 mg nasal spray,0
2023-05-05,Lisinopril 10 mg tablet,6
2023-05-05,Amlodipine 5 mg tablet,6
2023-05-05,Losartan 50 mg tablet,4
2023-05-05,Metformin 500 mg tablet,9
2023-05-05,Glipizide 5 mg tablet,1
2023-05-05,Atorvastatin 20 mg tablet,8
2023-05-05,Simvastatin 40 mg tablet,4
2023-05-05,Levothyroxine 50 mcg tablet,9
2023-05-05,Omeprazole 20 mg capsule,7
2023-05-05,Famotidine 20 mg tablet,6
2023-05-05,Albuterol HFA inhaler,3
2023-05-05,Fluticasone nasal spray,4
2023-05-05,Cetirizine 10 mg tablet,9
2023-05-05,Amoxicillin 500 mg capsule,5
2023-05-05,Amoxicillin-clavulanate 875/125 mg tablet,5
2023-05-05,Azithromycin 250 mg tablet,3
2023-05-05,Doxycycline 100 mg capsule,6
2023-05-05,Cephalexin 500 mg capsule,1
2023-05-05,Oseltamivir 75 mg capsule,0
2023-05-05,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-05-05,Prednisone 20 mg tablet,2
2023-05-05,Ibuprofen 200 mg tablet,11
2023-05-05,Acetaminophen 500 mg tablet,16
2023-05-05,Naproxen 500 mg tablet,3
2023-05-05,Gabapentin 300 mg capsule,5
2023-05-05,Sertraline 50 mg tablet,4
2023-05-05,Hydrochlorothiazide 25 mg tablet,7
2023-05-05,Insulin glargine 100 units/mL pen,0
2023-05-05,Semaglutide 0.25/0.5 mg pen,0
2023-05-05,Naloxone 4 mg nasal spray,0
2023-05-06,Lisinopril 10 mg tablet,0
2023-05-06,Amlodipine 5 mg tablet,0
2023-05-06,Losartan 50 mg tablet,1
2023-05-06,Metformin 500 mg tablet,0
2023-05-06,Glipizide 5 mg tablet,0
2023-05-06,Atorvastatin 20 mg tablet,0
2023-05-06,Simvastatin 40 mg tablet,0
2023-05-06,Levothyroxine 50 mcg tablet,1
2023-05-06,Omeprazole 20 mg capsule,1
2023-05-06,Famotidine 20 mg tablet,1
2023-05-06,Albuterol HFA inhaler,0
2023-05-06,Fluticasone nasal spray,0
2023-05-06,Cetirizine 10 mg tablet,0
2023-05-06,Amoxicillin 500 mg capsule,0
2023-05-06,Amoxicillin-clavulanate 875/125 mg tablet,1
2023-05-06,Azithromycin 250 mg tablet,0
2023-05-06,Doxycycline 100 mg capsule,0
2023-05-06,Cephalexin 500 mg capsule,0
2023-05-06,Oseltamivir 75 mg capsule,0
2023-05-06,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-05-06,Prednisone 20 mg tablet,0
2023-05-06,Ibuprofen 200 mg tablet,1
2023-05-06,Acetaminophen 500 mg tablet,0
2023-05-06,Naproxen 500 mg tablet,0
2023-05-06,Gabapentin 300 mg capsule,0
2023-05-06,Sertraline 50 mg tablet,0
2023-05-06,Hydrochlorothiazide 25 mg tablet,0
2023-05-06,Insulin glargine 100 units/mL pen,0
2023-05-06,Semaglutide 0.25/0.5 mg pen,0
2023-05-06,Naloxone 4 mg nasal spray,0
2023-05-07,Lisinopril 10 mg tablet,0
2023-05-07,Amlodipine 5 mg tablet,0
2023-05-07,Losartan 50 mg tablet,1
2023-05-07,Metformin 500 mg tablet,0
2023-05-07,Glipizide 5 mg tablet,0
2023-05-07,Atorvastatin 20 mg tablet,0
2023-05-07,Simvastatin 40 mg tablet,1
2023-05-07,Levothyroxine 50 mcg tablet,0
2023-05-07,Omeprazole 20 mg capsule,1
2023-05-07,Famotidine 20 mg tablet,0
2023-05-07,Albuterol HFA inhaler,0
2023-05-07,Fluticasone nasal spray,2
2023-05-07,Cetirizine 10 mg tablet,1
2023-05-07,Amoxicillin 500 mg capsule,1
2023-05-07,Amoxicillin-clavulanate 875/125 mg tablet,0
2023-05-07,Azithromycin 250 mg tablet,0
2023-05-07,Doxycycline 100 mg capsule,0
2023-05-07,Cephalexin 500 mg capsule,0
2023-05-07,Oseltamivir 75 mg capsule,0
2023-05-07,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-05-07,Prednisone 20 mg tablet,1
2023-05-07,Ibuprofen 200 mg tablet,1
2023-05-07,Acetaminophen 500 mg tablet,0
2023-05-07,Naproxen 500 mg tablet,0
2023-05-07,Gabapentin 300 mg capsule,0
2023-05-07,Sertraline 50 mg tablet,0
2023-05-07,Hydrochlorothiazide 25 mg tablet,0
2023-05-07,Insulin glargine 100 units/mL pen,0
2023-05-07,Semaglutide 0.25/0.5 mg pen,1
2023-05-07,Naloxone 4 mg nasal spray,0
2023-05-08,Lisinopril 10 mg tablet,7
2023-05-08,Amlodipine 5 mg tablet,4
2023-05-08,Losartan 50 mg tablet,5
2023-05-08,Metformin 500 mg tablet,12
2023-05-08,Glipizide 5 mg tablet,2
2023-05-08,Atorvastatin 20 mg tablet,10
2023-05-08,Simvastatin 40 mg tablet,7
2023-05-08,Levothyroxine 50 mcg tablet,7
2023-05-08,Omeprazole 20 mg capsule,11
2023-05-08,Famotidine 20 mg tablet,10
2023-05-08,Albuterol HFA inhaler,1
2023-05-08,Fluticasone nasal spray,7
2023-05-08,Cetirizine 10 mg tablet,12
2023-05-08,Amoxicillin 500 mg capsule,0
2023-05-08,Amoxicillin-clavulanate 875/125 mg tablet,5
2023-05-08,Azithromycin 250 mg tablet,3
2023-05-08,Doxycycline 100 mg capsule,4
2023-05-08,Cephalexin 500 mg capsule,5
2023-05-08,Oseltamivir 75 mg capsule,0
2023-05-08,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-05-08,Prednisone 20 mg tablet,6
2023-05-08,Ibuprofen 200 mg tablet,7
2023-05-08,Acetaminophen 500 mg tablet,11
2023-05-08,Naproxen 500 mg tablet,1
2023-05-08,Gabapentin 300 mg capsule,8
2023-05-08,Sertraline 50 mg tablet,6
2023-05-08,Hydrochlorothiazide 25 mg tablet,6
2023-05-08,Insulin glargine 100 units/mL pen,0
2023-05-08,Semaglutide 0.25/0.5 mg pen,0
2023-05-08,Naloxone 4 mg nasal spray,0
2023-05-09,Lisinopril 10 mg tablet,12
2023-05-09,Amlodipine 5 mg tablet,12
2023-05-09,Losartan 50 mg tablet,7
2023-05-09,Metformin 500 mg tablet,10
2023-05-09,Glipizide 5 mg tablet,1
2023-05-09,Atorvastatin 20 mg tablet,6
2023-05-09,Simvastatin 40 mg tablet,3
2023-05-09,Levothyroxine 50 mcg tablet,2
2023-05-09,Omeprazole 20 mg capsule,5
2023-05-09,Famotidine 20 mg tablet,8
2023-05-09,Albuterol HFA inhaler,5
2023-05-09,Fluticasone nasal spray,3
2023-05-09,Cetirizine 10 mg tablet,4
2023-05-09,Amoxicillin 500 mg capsule,7
2023-05-09,Amoxicillin-clavulanate 875/125 mg tablet,4
2023-05-09,Azithromycin 250 mg tablet,2
2023-05-09,Doxycycline 100 mg capsule,2
2023-05-09,Cephalexin 500 mg capsule,5
2023-05-09,Oseltamivir 75 mg capsule,0
2023-05-09,Nirmatrelvir/ritonavir 300/100 mg pack,1
2023-05-09,Prednisone 20 mg tablet,5
2023-05-09,Ibuprofen 200 mg tablet,9
2023-05-09,Acetaminophen 500 mg tablet,8
2023-05-09,Naproxen 500 mg tablet,2
2023-05-09,Gabapentin 300 mg capsule,2
2023-05-09,Sertraline 50 mg tablet,4
2023-05-09,Hydrochlorothiazide 25 mg tablet,3
2023-05-09,Insulin glargine 100 units/mL pen,0
2023-05-09,Semaglutide 0.25/0.5 mg pen,0
2023-05-09,Naloxone 4 mg nasal spray,1
2023-05-10,Lisinopril 10 mg tablet,4
2023-05-10,Amlodipine 5 mg tablet,8
2023-05-10,Losartan 50 mg tablet,8
2023-05-10,Metformin 500 mg tablet,7
2023-05-10,Glipizide 5 mg tablet,0
2023-05-10,Atorvastatin 20 mg tablet,9
2023-05-10,Simvastatin 40 mg tablet,2
2023-05-10,Levothyroxine 50 mcg tablet,9
2023-05-10,Omeprazole 20 mg capsule,8
2023-05-10,Famotidine 20 mg tablet,5
2023-05-10,Albuterol HFA inhaler,6
2023-05-10,Fluticasone nasal spray,9
2023-05-10,Cetirizine 10 mg tablet,13
2023-05-10,Amoxicillin 500 mg capsule,6
2023-05-10,Amoxicillin-clavulanate 875/125 mg tablet,3
2023-05-10,Azithromycin 250 mg tablet,3
2023-05-10,Doxycycline 100 mg capsule,3
2023-05-10,Cephalexin 500 mg capsule,6
2023-05-10,Oseltamivir 75 mg capsule,0
2023-05-10,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-05-10,Prednisone 20 mg tablet,3
2023-05-10,Ibuprofen 200 mg tablet,6
2023-05-10,Acetaminophen 500 mg tablet,11
2023-05-10,Naproxen 500 mg tablet,3
2023-05-10,Gabapentin 300 mg capsule,2
2023-05-10,Sertraline 50 mg tablet,4
2023-05-10,Hydrochlorothiazide 25 mg tablet,5
2023-05-10,Insulin glargine 100 units/mL pen,1
2023-05-10,Semaglutide 0.25/0.5 mg pen,1
2023-05-10,Naloxone 4 mg nasal spray,0
2023-05-11,Lisinopril 10 mg tablet,8
2023-05-11,Amlodipine 5 mg tablet,6
2023-05-11,Losartan 50 mg tablet,8
2023-05-11,Metformin 500 mg tablet,14
2023-05-11,Glipizide 5 mg tablet,5
2023-05-11,Atorvastatin 20 mg tablet,3
2023-05-11,Simvastatin 40 mg tablet,3
2023-05-11,Levothyroxine 50 mcg tablet,3
2023-05-11,Omeprazole 20 mg capsule,5
2023-05-11,Famotidine 20 mg tablet,1
2023-05-11,Albuterol HFA inhaler,7
2023-05-11,Fluticasone nasal spray,2
2023-05-11,Cetirizine 10 mg tablet,5
2023-05-11,Amoxicillin 500 mg capsule,3
2023-05-11,Amoxicillin-clavulanate 875/125 mg tablet,1
2023-05-11,Azithromycin 250 mg tablet,3
2023-05-11,Doxycycline 100 mg capsule,1
2023-05-11,Cephalexin 500 mg capsule,1
2023-05-11,Oseltamivir 75 mg capsule,0
2023-05-11,Nirmatrelvir/ritonavir 300/100 mg pack,0
2023-05-11,Prednisone 20 mg tablet,2
